0.10025884372280375 9.594946861840786e-2
0.10025884372280375 9.965911369560858e-2
0.10025884372280375 9.635051132945659e-2
9.071795328941251e-2 8.826998094892498e-2
9.071795328941251e-2 9.307810940760229e-2
9.071795328941251e-2 9.34409870271251e-2
8.20849986238988e-2 7.92152355934986e-2
8.20849986238988e-2 7.806599901494007e-2
8.20849986238988e-2 8.192415038581513e-2
7.427357821433388e-2 6.966726084373143e-2
7.427357821433388e-2 6.922162804515745e-2
7.427357821433388e-2 7.954545454545454e-2
6.720551273974976e-2 6.619623655913978e-2
6.720551273974976e-2 6.807795698924732e-2
6.720551273974976e-2 7.083333333333333e-2
6.081006262521795e-2 5.837640620249316e-2
6.081006262521795e-2 6.099118273031316e-2
6.081006262521795e-2 6.275463666768015e-2
5.502322005640721e-2 5.25475954660504e-2
5.502322005640721e-2 5.331792670848465e-2
5.502322005640721e-2 5.661934631891714e-2
4.9787068367863924e-2 4.744598227621229e-2
4.9787068367863924e-2 5.093099671412924e-2
4.9787068367863924e-2 4.9686348700587475e-2
4.504920239355778e-2 4.491395621227138e-2
4.504920239355778e-2 4.5049103522839896e-2
4.504920239355778e-2 4.5679790972159656e-2
4.076220397836619e-2 3.966086495740431e-2
4.076220397836619e-2 3.8886397913015125e-2
4.076220397836619e-2 3.941629641707088e-2
3.688316740123998e-2 3.7067089588020505e-2
3.688316740123998e-2 3.55548998635341e-2
3.688316740123998e-2 3.618190535905285e-2
3.337326996032605e-2 3.317314110265652e-2
3.337326996032605e-2 3.2705913763182486e-2
3.337326996032605e-2 3.1137364837805367e-2
3.0197383422318473e-2 3.0288388947606826e-2
3.0197383422318473e-2 3.0741355881020685e-2
3.0197383422318473e-2 3.02581911520459e-2
2.7323722447292535e-2 2.628558937646866e-2
2.7323722447292535e-2 2.7979671020274332e-2
2.7323722447292535e-2 2.6586152248756763e-2
2.4723526470339364e-2 2.4797883650208914e-2
2.4723526470339364e-2 2.521818676292432e-2
2.4723526470339364e-2 2.4204514549904813e-2
2.237077185616557e-2 2.252746023578891e-2
2.237077185616557e-2 2.13194335697188e-2
2.237077185616557e-2 2.3064360976264513e-2
2.0241911445804363e-2 2.072790575280353e-2
2.0241911445804363e-2 2.052548479818631e-2
2.0241911445804363e-2 1.991822193433464e-2
1.8315638888734147e-2 1.8370636287043482e-2
1.8315638888734147e-2 1.771127147514561e-2
1.8315638888734147e-2 1.8114216637972087e-2
1.6572675401761224e-2 1.711965528670865e-2
1.6572675401761224e-2 1.6705336426914155e-2
1.6572675401761224e-2 1.6755054690089494e-2
1.4995576820477691e-2 1.562546861410191e-2
1.4995576820477691e-2 1.5550490357796239e-2
1.4995576820477691e-2 1.4950664307350868e-2
1.356855901220091e-2 1.3473541383989145e-2
1.356855901220091e-2 1.383989145183175e-2
1.356855901220091e-2 1.3364993215739484e-2
1.2277339903068415e-2 1.1945832463689826e-2
1.2277339903068415e-2 1.1688008741451915e-2
1.2277339903068415e-2 1.219137886582117e-2
1.1108996538242287e-2 1.2019951786884699e-2
1.1108996538242287e-2 1.123121188220003e-2
1.1108996538242287e-2 1.164224535365542e-2
1.0051835744633567e-2 1.0162438181014033e-2
1.0051835744633567e-2 1.0333319930843151e-2
1.0051835744633567e-2 1.0152386313377025e-2
9.0952771016958e-3 9.013433745350033e-3
9.0952771016958e-3 9.058910202188327e-3
9.0952771016958e-3 9.168053698600234e-3
8.229747049020008e-3 7.991111842646696e-3
8.229747049020008e-3 8.188626450497902e-3
8.229747049020008e-3 7.79359723479549e-3
7.446583070924324e-3 7.185940874227418e-3
7.446583070924324e-3 7.662521408891206e-3
7.446583070924324e-3 7.223173728498027e-3
6.737946999085455e-3 7.03442420812193e-3
6.737946999085455e-3 6.62340900055925e-3
6.737946999085455e-3 6.394318556999724e-3
6.096746565515622e-3 5.974808257428882e-3
6.096746565515622e-3 5.913840826230627e-3
6.096746565515622e-3 5.901647339990977e-3
5.516564420760757e-3 5.5827706430116066e-3
5.516564420760757e-3 5.577254071229974e-3
5.516564420760757e-3 5.42830663312591e-3
4.991593906910204e-3 4.896748977972117e-3
4.991593906910204e-3 4.771959248665998e-3
4.991593906910204e-3 4.9466648696945646e-3
4.516580942612658e-3 4.548205559018274e-3
4.516580942612658e-3 4.4398074126265775e-3
4.516580942612658e-3 4.232044298709159e-3
4.086771438464056e-3 4.082683536854495e-3
4.086771438464056e-3 4.209373416376506e-3
4.086771438464056e-3 4.209373416376506e-3
3.697863716482919e-3 3.7459415884567313e-3
3.697863716482919e-3 3.708962895579567e-3
3.697863716482919e-3 3.7385458498812984e-3
3.3459654574712634e-3 3.4162353153743973e-3
3.3459654574712634e-3 3.225515028424015e-3
3.3459654574712634e-3 3.2823965175144795e-3
3.027554745375807e-3 2.966999697244929e-3
3.027554745375807e-3 3.054798667877687e-3
3.027554745375807e-3 3.0245231607629428e-3
2.739444818768361e-3 2.640828190019094e-3
2.739444818768361e-3 2.791497848163337e-3
2.739444818768361e-3 2.6956171566170006e-3
2.47875217666635e-3 2.4539633987640946e-3
2.47875217666635e-3 2.426697138777827e-3
2.47875217666635e-3 2.401909629699402e-3
2.242867719485795e-3 2.3236097591609883e-3
2.242867719485795e-3 2.180066299135599e-3
2.242867719485795e-3 2.2159521641419463e-3
2.0294306362957284e-3 2.0476956827918474e-3
2.0294306362957284e-3 2.0152247899031758e-3
2.0294306362957284e-3 2.0537839752084734e-3
1.8363047770289006e-3 1.9134292618790537e-3
1.8363047770289006e-3 1.8307955605503037e-3
1.8363047770289006e-3 1.8638490410818036e-3
1.6615572731739296e-3 1.7446352466166538e-3
1.6615572731739296e-3 1.7047578695511302e-3
1.6615572731739296e-3 1.7230350007061618e-3
1.5034391929775672e-3 1.455328335904213e-3
1.5034391929775672e-3 1.5305002540810834e-3
1.5034391929775672e-3 1.5786102817142806e-3
1.3603680375478878e-3 1.3807739135757962e-3
1.3603680375478878e-3 1.3481250722695707e-3
1.3603680375478878e-3 1.3440439671062925e-3
1.2309119026734767e-3 1.2579916938082682e-3
1.2309119026734767e-3 1.2038315817460728e-3
1.2309119026734767e-3 1.3035354244060235e-3
1.1137751478447993e-3 1.080362244346754e-3
1.1137751478447993e-3 1.1026377545394705e-3
1.1137751478447993e-3 1.144961223905632e-3
1.0077854290485068e-3 1.0904235217051724e-3
1.0077854290485068e-3 9.987150739462346e-4
1.0077854290485068e-3 1.0319719835731023e-3
