0.10025884372280375 0.10046119911770604
0.10025884372280375 0.1022658913174253
0.10025884372280375 9.79546821736515e-2
9.071795328941251e-2 9.235235416855665e-2
9.071795328941251e-2 9.516465571985848e-2
9.071795328941251e-2 9.081012428558469e-2
8.20849986238988e-2 8.143162042357577e-2
8.20849986238988e-2 8.808077491380725e-2
8.20849986238988e-2 8.274503365621409e-2
7.427357821433388e-2 7.768865121806298e-2
7.427357821433388e-2 7.96197266785502e-2
7.427357821433388e-2 7.86541889483066e-2
6.720551273974976e-2 6.881720430107527e-2
6.720551273974976e-2 6.975806451612904e-2
6.720551273974976e-2 6.955645161290322e-2
6.081006262521795e-2 6.391000304043783e-2
6.081006262521795e-2 6.293706293706294e-2
6.081006262521795e-2 5.9045302523563395e-2
5.502322005640721e-2 5.7004511940134256e-2
5.502322005640721e-2 5.771981952239463e-2
5.502322005640721e-2 5.392318697039727e-2
4.9787068367863924e-2 5.3569650502837796e-2
4.9787068367863924e-2 5.103056855521258e-2
4.9787068367863924e-2 5.242457433037937e-2
4.504920239355778e-2 4.9373817461032525e-2
4.504920239355778e-2 4.617533111091089e-2
4.504920239355778e-2 4.513920172988557e-2
4.076220397836619e-2 4.2188073207516406e-2
4.076220397836619e-2 4.292177882851669e-2
4.076220397836619e-2 4.312558594546122e-2
3.688316740123998e-2 3.957511157009553e-2
3.688316740123998e-2 3.8800575369748826e-2
3.688316740123998e-2 3.843174860767897e-2
3.337326996032605e-2 3.767854759044186e-2
3.337326996032605e-2 3.4140969162995596e-2
3.337326996032605e-2 3.364036844213056e-2
3.0197383422318473e-2 3.18888721123358e-2
3.0197383422318473e-2 3.1315113996678245e-2
3.0197383422318473e-2 3.158689415672656e-2
2.7323722447292535e-2 2.9263894201868954e-2
2.7323722447292535e-2 2.8252909995081697e-2
2.7323722447292535e-2 2.7979671020274332e-2
2.4723526470339364e-2 2.5836279575741094e-2
2.4723526470339364e-2 2.5267634187949663e-2
2.4723526470339364e-2 2.5069844487848294e-2
2.237077185616557e-2 2.241560591485649e-2
2.237077185616557e-2 2.3780228630231985e-2
2.237077185616557e-2 2.393682467953737e-2
2.0241911445804363e-2 2.0464758511801143e-2
2.0241911445804363e-2 2.0970810898344197e-2
2.0241911445804363e-2 2.2671146917128862e-2
1.8315638888734147e-2 1.8443899043921023e-2
1.8315638888734147e-2 1.9524524707864758e-2
1.8315638888734147e-2 1.9139895234257666e-2
1.6572675401761224e-2 1.6572754391779913e-2
1.6572675401761224e-2 1.890951276102088e-2
1.6572675401761224e-2 1.6755054690089494e-2
1.4995576820477691e-2 1.5190594727529016e-2
1.4995576820477691e-2 1.5775425126713254e-2
1.4995576820477691e-2 1.5775425126713254e-2
1.356855901220091e-2 1.3514246947082769e-2
1.356855901220091e-2 1.396200814111262e-2
1.356855901220091e-2 1.4409769335142469e-2
1.2277339903068415e-2 1.3333169635731912e-2
1.2277339903068415e-2 1.2412370627739377e-2
1.2277339903068415e-2 1.2326429386993408e-2
1.1108996538242287e-2 1.2086605863336925e-2
1.1108996538242287e-2 1.1342302009620405e-2
1.1108996538242287e-2 1.1720008442849685e-2
1.0051835744633567e-2 1.0373527401391178e-2
1.0051835744633567e-2 1.063487595995336e-2
1.0051835744633567e-2 1.050420168067227e-2
9.0952771016958e-3 9.586437101512546e-3
9.0952771016958e-3 9.186244281335552e-3
9.0952771016958e-3 9.186244281335552e-3
8.229747049020008e-3 8.616574767508847e-3
8.229747049020008e-3 8.451979260966176e-3
8.229747049020008e-3 8.262694428442104e-3
7.446583070924324e-3 7.50614342095465e-3
7.446583070924324e-3 7.118921736540323e-3
7.446583070924324e-3 7.491250279246407e-3
6.737946999085455e-3 6.609933092114572e-3
6.737946999085455e-3 6.926616940564506e-3
6.737946999085455e-3 6.650360817448606e-3
6.096746565515622e-3 5.724841789516041e-3
